city_id,city_name,city_no,weather,humidity,temperature,wind,winp,hour,month,date
101010100,北京,beijing,多云,52%,29,东南风,1级,14,08,2017-08-17
101010100,北京,beijing,多云,51%,30,南风,2级,15,08,2017-08-17
101010100,北京,beijing,多云,51%,30,西南风,3级,16,08,2017-08-17
101010100,北京,beijing,多云,53%,29,西南风,2级,17,08,2017-08-17
101010100,北京,beijing,多云,55%,29,西南风,2级,18,08,2017-08-17
101010100,北京,beijing,多云,65%,27,西南风,1级,19,08,2017-08-17
101010100,北京,beijing,晴,72%,26,西南风,1级,21,08,2017-08-17
101010100,北京,beijing,多云,78%,25,北风,0级,23,08,2017-08-17
101010100,北京,beijing,多云,82%,24,东风,1级,0,08,2017-08-18
101010100,北京,beijing,多云,84%,24,东风,1级,0,08,2017-08-18
101010100,北京,beijing,多云,87%,23,北风,0级,2,08,2017-08-18
101010100,北京,beijing,多云,85%,23,东北风,1级,4,08,2017-08-18
101010100,北京,beijing,多云,88%,23,东风,2级,6,08,2017-08-18
101010100,北京,beijing,多云,86%,24,东北风,1级,7,08,2017-08-18
101010100,北京,beijing,多云,82%,25,东风,2级,8,08,2017-08-18
101010100,北京,beijing,多云,75%,26,东风,1级,9,08,2017-08-18
101010100,北京,beijing,多云,68%,27,南风,2级,10,08,2017-08-18
101010100,北京,beijing,多云,67%,28,南风,1级,11,08,2017-08-18
101010100,北京,beijing,多云,63%,28,东南风,1级,12,08,2017-08-18
101010100,北京,beijing,多云,70%,27,西南风,4级,13,08,2017-08-18
101010100,北京,beijing,阵雨,92%,22,东南风,1级,14,08,2017-08-18
101010100,北京,beijing,阵雨,91%,22,西北风,2级,15,08,2017-08-18
101010100,北京,beijing,阵雨,93%,22,西风,2级,16,08,2017-08-18
101010100,北京,beijing,阵雨,88%,23,东风,1级,17,08,2017-08-18
101010100,北京,beijing,多云,87%,24,东北风,1级,18,08,2017-08-18
101010100,北京,beijing,多云,90%,23,西风,1级,19,08,2017-08-18
101010100,北京,beijing,阴,92%,23,东北风,1级,21,08,2017-08-18
101010100,北京,beijing,阵雨,92%,23,西南风,2级,23,08,2017-08-18
101010100,北京,beijing,阵雨,93%,22,西北风,2级,0,08,2017-08-19
101010100,北京,beijing,多云,93%,22,西风,1级,2,08,2017-08-19
101010100,北京,beijing,多云,94%,22,西风,1级,4,08,2017-08-19
101010100,北京,beijing,阵雨,95%,22,东北风,2级,6,08,2017-08-19
101010100,北京,beijing,阴,94%,22,北风,1级,7,08,2017-08-19
101010100,北京,beijing,阴,89%,23,东北风,2级,8,08,2017-08-19
101010100,北京,beijing,阴,82%,24,东北风,2级,9,08,2017-08-19
101010100,北京,beijing,阴,90%,23,东南风,1级,10,08,2017-08-19
101010100,北京,beijing,阵雨,86%,24,西风,1级,11,08,2017-08-19
101010100,北京,beijing,多云,80%,26,东北风,1级,12,08,2017-08-19
101010100,北京,beijing,多云,72%,27,东北风,1级,13,08,2017-08-19
101010100,北京,beijing,多云,65%,28,北风,1级,14,08,2017-08-19
101010100,北京,beijing,多云,63%,28,东北风,1级,15,08,2017-08-19
101010100,北京,beijing,多云,61%,28,东风,2级,16,08,2017-08-19
101010100,北京,beijing,多云,71%,26,东南风,3级,17,08,2017-08-19
101010100,北京,beijing,多云,84%,24,西南风,2级,18,08,2017-08-19
101010100,北京,beijing,阵雨,90%,23,东风,1级,19,08,2017-08-19
101010100,北京,beijing,阵雨,93%,23,北风,0级,21,08,2017-08-19
101010100,北京,beijing,多云,94%,22,东北风,1级,23,08,2017-08-19
101010100,北京,beijing,多云,93%,22,东北风,1级,0,08,2017-08-20
101010100,北京,beijing,多云,94%,22,东风,1级,2,08,2017-08-20
101010100,北京,beijing,多云,94%,22,南风,1级,4,08,2017-08-20
101010100,北京,beijing,多云,94%,22,北风,0级,6,08,2017-08-20
101010100,北京,beijing,晴,88%,23,东风,1级,7,08,2017-08-20
101010100,北京,beijing,晴,84%,25,西风,2级,8,08,2017-08-20
101010100,北京,beijing,晴,77%,26,西南风,1级,9,08,2017-08-20
101010100,北京,beijing,晴,70%,27,西风,1级,10,08,2017-08-20
101010100,北京,beijing,阴,75%,26,西风,2级,11,08,2017-08-20
101010100,北京,beijing,阴,68%,28,西风,1级,12,08,2017-08-20
101010100,北京,beijing,阴,63%,29,西南风,1级,13,08,2017-08-20
101010100,北京,beijing,阴,61%,29,西南风,2级,14,08,2017-08-20
101010100,北京,beijing,阴,59%,29,西南风,2级,15,08,2017-08-20
